ProdReference,Name,SEOName,Description,ShortDescription,SEOShortDescription,SEOShortDescriptionCap,IsTextil,HasColors,HasSizes,HasCapacitys,CombinedSizes,Gender,DefaultCustomizationIncludedInPrice,AvailableGross,BoxLengthMM,BoxWidthMM,BoxHeightMM,BoxSizeM,BoxWeightKG,BoxVolume,BoxQuantity,BoxInnerQuantity,Multiplier,Taric,Type,TypeCode,SubType,SubTypeCode,MainImage,BoxImage,BagImage,PouchImage,AditionalImageList,AllImageList,Brand,CountryOfOrigin,PvcFree,Properties,ProductCare,WeightGr,Certificates,Composition,Packing,Repacking,RefillType,BatteryType,Materials,PaperSize,PaperGramage,CapacityMah,CapacityGB,VideoLink,InkColor,VideoLinkVimeo,OtherDetails,Sizes,Capacitys,KeyWords,Colors,ProductComponents,RelatedReferences,ProductDefaultComponent,Video360,ProductComponentLocations,ProductComponentDefaultLocation,ProductComponentDefaultLocationAreaMM,ProductComposedLocations,CustomizationTypes,CustomizationDefaultType,CustomizationDefaultTable,CustomizationTables,CustomizationTableOptions,CustomizationDefault,CustomizationDefaultTableMaxColors,CustomizationDefaultHandlingCosts,CustomizationDefaultPrintingLines,IsSeasonal,SeasonalOccasion,SeasonalStartDate,SeasonalEndDate,IsStockOut,OnlineExclusive,CertificateFiles,Weight,Catalogs,UpdateDate
94066,TOFFA. Copo de viagem em fibra de bambu e PP 380 mL,TOFFA,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa flip top. Capacidade até 380 mL. Certificação EU Food Grade. Ø95 x 113 mm,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa flip top. Capacidade até 380 mL. Certificação EU Food Grade,TOFFA. Copo de viagem em fibra de bambu e PP 380 mL,TOFFA. COPO DE VIAGEM EM FIBRA DE BAMBU E PP 380 ML,False,True,False,False,Ø95 x 113 mm,,False,True,0.375,0.375,0.27,0.375X0.375X0.270,6.0,0.038,50,0,1,48236100,Squeezes & Copos,10,Canecas de Viagem,1004,94066_set.jpg,,,,,"94066_set.jpg, 94066_150-c.jpg, 94066_amb.jpg, 94066_150.jpg",hi!dea™,China,False,"Apropriado para comida, Apropriado para bebidas quentes, Apropriado para máquina de lavar, BPA free, Our nature",,,Food Safety,,Polybag,Polybag,,,Fibra de bambu e PP,,,,,,,,,,380 mL,"copos, copos de viagem, copo de viagem, copo térmico, copos térmicos, amigo do ambiente, bebida, bebidas, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, certificados",Natural claro,Copo,"94636, 94638, 94058",Copo,,Corpo,Corpo,20 x 50,Copo - Corpo,"Tampografia, Silk Screen",Tampografia,PDP2-01-01,"PDP2-01, SCR2-01","PDP2-01-01, SCR2-01-01",Copo - Corpo (Tampografia - 20 x 50),0,0.0,94066_1_1_1.png,False,,,,False,False,cert_94066.zip,1,"SPOT,Últimas Chegadas,Our Nature",08/04/2025 11:01:27
94067,LATTE. Copo de viagem em fibra de bambu (60%) e PP (40%) 380 mL,LATTE,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa. Tira em silicone para facilitar o transporte de bebidas quentes. Capacidade até 380 mL Certificação EU Food Grade. ø95 x 114 mm,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa. Tira em silicone para facilitar o transporte de bebidas quentes. Capacidade até 380 mL Certificação EU Food Grade,LATTE. Copo de viagem em fibra de bambu (60%) e PP (40%) 380 mL,LATTE. COPO DE VIAGEM EM FIBRA DE BAMBU (60%) E PP (40%) 380 ML,False,True,False,False,ø95 x 114 mm,,False,True,0.4,0.3,0.25,0.400X0.300X0.250,4.8,0.03,50,0,1,39241000,Squeezes & Copos,10,Canecas de Viagem,1004,94067_set.jpg,,,,,"94067_set.jpg, 94067_103.jpg, 94067_amb.jpg, 94067_105.jpg, 94067_106.jpg, 94067_109.jpg, 94067_114.jpg, 94067_128.jpg",hi!dea™,China,False,"Apropriado para comida, Apropriado para bebidas quentes, Apropriado para máquina de lavar, Apropriado para microondas, Our nature",,,Food Safety,,Polybag,Polybag,,,Fibra de bambu e PP,,,,,,,,,,380 mL,"copos, copos de viagem, copo de viagem, copo térmico, copos térmicos, amigo do ambiente, bebida, bebidas, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, certificados","Azul royal, Branco, Laranja, Preto, Verde, Vermelho",Copo,"94636, 94638, 94691, 94066, 94068",Copo,,Corpo inferior,Corpo inferior,25 x 25,Copo - Corpo inferior,"Tampografia, Silk Screen",Tampografia,PDP2-01-01,"PDP2-01, SCR2-01","PDP2-01-01, SCR2-01-01",Copo - Corpo inferior (Tampografia - 25 x 25),0,0.0,94067_1_1_1.png,False,,,,False,False,cert_94067.zip,1,"SPOT,Our Nature",08/04/2025 11:01:27
94068,VALLEY. Copo de viagem em fibra de bambu (60%) e PP (40%) 450 mL,VALLEY,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa e canudo retráctil. Capacidade até 450 mL. Pode ocorrer transferência de calor. Certificação EU Food Grade. ø93 x 135 mm,Copo de viagem em fibra de bambu (60%) e PP (40%) com tampa e canudo retráctil. Capacidade até 450 mL. Pode ocorrer transferência de calor. Certificação EU Food Grade,VALLEY. Copo de viagem em fibra de bambu (60%) e PP (40%) 450 mL,VALLEY. COPO DE VIAGEM EM FIBRA DE BAMBU (60%) E PP (40%) 450 ML,False,True,False,False,ø93 x 135 mm,,False,True,0.38,0.38,0.24,0.380X0.380X0.240,5.1,0.035,50,0,1,48236100,Squeezes & Copos,10,Canecas de Viagem,1004,94068_set.jpg,,,,,"94068_set.jpg, 94068_150-logo.jpg, 94068_150.jpg",hi!dea™,China,False,"Apropriado para comida, Apropriado para máquina de lavar, BPA free, Our nature",,,Food Safety,,Polybag,Polybag,,,Fibra de bambu e PP,,,,,,,,,,450 mL,#n/d,Natural claro,"Copo,Canudo","94636, 94637, 94638, 94066",Copo,,"Corpo inferior, Corpo, Corpo",Corpo,20 x 40,"Copo - Corpo inferior, Copo - Corpo, Canudo - Corpo","Tampografia, Silk Screen",Tampografia,PDP2-01-01,"PDP2-01, SCR2-01, PDP1-01","PDP2-01-01, SCR2-01-01, PDP1-01-01",Copo - Corpo inferior (Tampografia - 20 x 40),0,0.0,94068_1_1_1.png,False,,,,False,False,cert_94068.zip,1,"SPOT,Our Nature",08/04/2025 11:01:27
94069,"ROSSI. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 450 mL",ROSSI,"Garrafa em aço inox de parede dupla térmica, isolada a vácuo. A tampa possui termômetro digital indicando a temperatura da sua bebida. Incluso infusor para chá. Fornecido em caixa presente. Certificação EU Food Grade. ø65 x 229 mm","Garrafa em aço inox de parede dupla térmica, isolada a vácuo. A tampa possui termômetro digital indicando a temperatura da sua bebida. Incluso infusor para chá. Fornecido em caixa presente. Certificação EU Food Grade","ROSSI. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 450 mL","ROSSI. GARRAFA EM AÇO INOX DE PAREDE DUPLA TÉRMICA, ISOLADA A VÁCUO 450 ML",False,True,False,False,ø65 x 229 mm,,False,True,0.4,0.39,0.29,0.400X0.390X0.290,7.9,0.031,25,1,1,76151000,Squeezes & Copos,10,Garrafas e Termos,101,94069_set.jpg,,,,,"94069_set.jpg, 94069_103-a.jpg, 94069_amb.jpg, 94069_a.jpg, 94069_103.jpg, 94069_103-d.jpg, 94069_103-e.jpg, 94069_103-f.jpg, 94069_106.jpg, 94069_106-c.jpg, 94069_106-d.jpg, 94069_106-e.jpg, 94069_106-f.jpg, 94069_127.jpg, 94069_127-c.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas frias/quentes (horas), Parede dupla",,,Food Safety,,Bolsa,,,,Aço inox,,,0,0,,,,,,,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, esporte, esportes, certificado, certificados","Branco, Cromado satinado, Preto",Garrafa termo,"94785, 94768, 94296, 94280",Garrafa termo,,Corpo,Corpo,140 x 150,Garrafa termo - Corpo,"Laser circular, Laser, Silk Screen",Laser circular,LAS1-01-01,"LAS1-01, LAS1-02, LAS1-03, LAS1-04, LAS1-05, LSR1-01, LSR1-02, LSR1-03, LSR1-04, LSR1-05, SCR2-01","LAS1-01-01, LAS1-02-01, LAS1-03-01, LAS1-04-01, LAS1-05-01, LSR1-01-01, LSR1-02-01, LSR1-03-01, LSR1-04-01, LSR1-05-01, SCR2-01-01",Garrafa termo - Corpo (Laser circular - 140 x 150),1,0.0,94069_1_1_1.png,False,,,,False,False,cert_94069.zip,380,"SPOT,Últimas Chegadas",08/04/2025 11:01:27
94077,SUYA. Conjunto de talheres,SUYA,"Conjunto de talheres descartáveis em madeira composto por: garfo, faca e colher. Incluso guardanapo em kraft. Fornecido em bolsa de papel kraft. 62 x 216 mm","Conjunto de talheres descartáveis em madeira composto por: garfo, faca e colher. Incluso guardanapo em kraft. Fornecido em bolsa de papel kraft",SUYA. Conjunto de talheres,SUYA. CONJUNTO DE TALHERES,False,True,False,False,62 x 216 mm,,False,True,0.51,0.4,0.3,0.510X0.400X0.300,8.1,0.061,500,1,1,82152000,"Casa, Restaurante & Bar",0036,Utilitários de Cozinha,103,94077_set.jpg,,,,,"94077_set.jpg, 94077_160-a.jpg, 94077_amb.jpg, 94077_160.jpg",hi!dea™,China,False,Apropriado para comida,,,Food Safety,,Bolsa em Cartão,Bolsa cartão,,,Com borracha,,,0,0,,,,,,,"conjuntos de talheres, certificado, certificados",Natural,Talheres,,Talheres,,Frente,Frente,45 x 60,Talheres - Frente,Etiquetas brancas,Etiquetas brancas,STI1-01-F,"STI1-01, STI1-02, STI1-03, STI1-04","STI1-01-F, STI1-02-F, STI1-03-F, STI1-04-F",Talheres - Frente (Etiquetas brancas - 45 x 60),13,0.0,94077_1_1_1.png,False,,,,True,False,cert_94077.zip,16,Stockout,08/04/2025 11:01:27
94078,"BUFFON. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 500 mL",BUFFON,"Garrafa em aço inox de parede dupla térmica, isolada a vácuo com tampa em aço inox. Capacidade até 500 mL. Mantém as bebidas quentes por 8h e frias por 24h. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. ø67 x 255 mm | Caixa: 75 x 75 x 275 mm","Garrafa em aço inox de parede dupla térmica, isolada a vácuo com tampa em aço inox. Capacidade até 500 mL. Mantém as bebidas quentes por 8h e frias por 24h. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade","BUFFON. Garrafa em aço inox de parede dupla térmica, isolada a vácuo 500 mL","BUFFON. GARRAFA EM AÇO INOX DE PAREDE DUPLA TÉRMICA, ISOLADA A VÁCUO 500 ML",False,True,False,False,ø67 x 255 mm | Caixa: 75 x 75 x 275 mm,,False,True,0.4,0.4,0.3,0.400X0.400X0.300,8.9,0.044,25,1,1,76151000,Squeezes & Copos,10,Garrafas e Termos,101,94078_set.jpg,,,,,"94078_set.jpg, 94078_103-f.jpg, 94078_amb.jpg, 94078_103.jpg, 94078_103-d.jpg, 94078_105.jpg, 94078_106.jpg, 94078_106-d.jpg, 94078_114.jpg, 94078_114-d.jpg, 94078_114-e.jpg, 94078_127.jpg, 94078_127-d.jpg, 94078_127-f.jpg, 94078_167.jpg, 94078_167-c.jpg, 94078_167-d.jpg, 94078_167-f.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida, Fornecido em caixa de oferta, Apropriado para bebidas frias/quentes (horas), Parede dupla",,,"Food Safety, BPA Free",,Polybag,,,,Aço inox,,,0,0,,,,,,500 mL,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, esporte, esportes, certificado, certificados","Azul royal, Branco, Champanhe, Cromado satinado, Preto, Vermelho",Garrafa termo,"94550, 94602, 94603, 94771, 94284, 94285, 94294",Garrafa termo,,"Corpo, Tampa da garrafa",Corpo,,"Garrafa termo - Corpo, Garrafa termo - Tampa da garrafa","UV Digital, Laser circular, Laser, Silk Screen",,,"DUV2-01, DUV2-02, DUV2-03, DUV2-04, LAS1-01, LAS1-02, LAS1-03, LAS1-04, LAS1-05, LSR1-01, LSR1-02, LSR1-03, LSR1-04, LSR1-05, SCR3-01","DUV2-01-F, DUV2-02-F, DUV2-03-F, DUV2-04-F, LAS1-01-01, LAS1-02-01, LAS1-03-01, LAS1-04-01, LAS1-05-01, LSR1-01-01, LSR1-02-01, LSR1-03-01, LSR1-04-01, LSR1-05-01, SCR3-01-01",,0,0.0,,False,,,,False,False,cert_94078.zip,334,"SPOT,Últimas Chegadas",08/04/2025 11:01:27
94079,SPICE 700. Frasco em vidro borosilicato com tampa de cortiça 700 mL,SPICE 700,Frasco em vidro borossilicato com tampa de cortiça. Capacidade até 700ml. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade. ø95 x 110 mm,Frasco em vidro borossilicato com tampa de cortiça. Capacidade até 700ml. Fornecido em caixa presente de papel kraft reciclado. Certificação EU Food Grade,SPICE 700. Frasco em vidro borosilicato com tampa de cortiça 700 mL,SPICE 700. FRASCO EM VIDRO BOROSILICATO COM TAMPA DE CORTIÇA 700 ML,False,True,False,False,ø95 x 110 mm,,False,True,0.43,0.4,0.43,0.430X0.400X0.430,12.5,0.074,48,1,1,70109022,"Casa, Restaurante & Bar",8,Utilitários de Cozinha - Outros,1039,94079_set.jpg,94079_160-box.jpg,,,,"94079_set.jpg, 94079_160-g-logo.jpg, 94079_amb.jpg, 94079_160.jpg, 94079_160-box.jpg, 94079_160-c.jpg, 94079_160-d.jpg, 94079_160-e.jpg, 94079_160-f.jpg",hi!dea™,China,False,"Apropriado para comida, Fornecido em caixa de oferta, Our nature",,,Food Safety,,Bolsa,Plástico bolha,,,Vidro borosilicato. Cortiça,,,0,0,,,,,,,"squeezes, squeeze, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, casa, cozinha, mesa, amigo do ambiente, ecologic, ecologico, ecológicos, eco, produtos eco, sustentável, sustentáveis, certificado, certificados",Natural,Frasco,"94099, 94235",Frasco,,Tampa da garrafa,Tampa da garrafa,Ã˜70,Frasco - Tampa da garrafa,"Laser, Transfer",Laser,LSR3-01-01,"LSR3-01, LSR3-02, LSR3-03, LSR3-04, TRS1-01, TRS1-02","LSR3-01-01, LSR3-02-01, LSR3-03-01, LSR3-04-01, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F",Frasco - Tampa da garrafa (Laser - Ã˜70),1,0.0,94079_1_1_1.png,False,,,,False,False,cert_94079.zip,240,"SPOT,Our Nature",08/04/2025 11:01:27
94090,JULEP. Canudo reutilizável,JULEP,Canudo reutilizável e dobrável em 100% silicone. O canudo é acompanhado de uma caixa PP translúcida com acabamento fosco permitindo a sua portabilidade. Palhinha: ø7 x 250 mm | Caixa: ø55 x 20 mm,Canudo reutilizável e dobrável em 100% silicone. O canudo é acompanhado de uma caixa PP translúcida com acabamento fosco permitindo a sua portabilidade,JULEP. Canudo reutilizável,JULEP. CANUDO REUTILIZÁVEL,False,True,False,False,Palhinha: ø7 x 250 mm | Caixa: ø55 x 20 mm,,False,True,0.0,0.0,0.0,,0.0,0.01,0,1,1,39173229,"Casa, Restaurante & Bar",0036,Utilitários de Cozinha,103,94090_set.jpg,94090_103-box.jpg,,,,"94090_set.jpg, 94090.jpg, 94090_103.jpg, 94090_103-box.jpg, 94090_103-a.jpg, 94090_104.jpg, 94090_104-box.jpg, 94090_104-a.jpg, 94090_105.jpg, 94090_105-box.jpg, 94090_105-a.jpg, 94090_105-b.jpg, 94090_108.jpg, 94090_108-box.jpg, 94090_108-a.jpg, 94090_109.jpg, 94090_109-box.jpg, 94090_109-a.jpg",hi!dea™,,False,Apropriado para comida,,,,,,,,,,,,,,,,,,,,"canudos, palha, palhinha, bebida, bebidas, cocktail, cocktails","Amarelo, Azul, Preto, Verde, Vermelho",Caixa,94091,Caixa,,Tampa,Tampa,30 x 30,Caixa - Tampa,"Tampografia, Silk Screen",Tampografia,PDP2-01-01,"PDP2-01, SCR1-01","PDP2-01-01, SCR1-01-01",Caixa - Tampa (Tampografia - 30 x 30),0,0.0,94090_1_1_1.png,False,,,,True,False,,1,"Stockout,Stockout",07/29/2025 16:17:45
94091,DRINKY. Canudo reutilizável,DRINKY,Canudo reutilizável e dobrável em 100% silicone. O canudo é acompanhado de uma caixa PP branca e translúcida com acabamento fosco. Canudo : ø7 x 250 mm | Caixa: ø55 x 20 mm,Canudo reutilizável e dobrável em 100% silicone. O canudo é acompanhado de uma caixa PP branca e translúcida com acabamento fosco,DRINKY. Canudo reutilizável,DRINKY. CANUDO REUTILIZÁVEL,False,True,False,False,Canudo : ø7 x 250 mm | Caixa: ø55 x 20 mm,,False,True,0.31,0.49,0.31,0.310X0.490X0.310,9.3,0.02,500,0,1,39241000,"Casa, Restaurante & Bar",0036,Utilitários de Cozinha,103,94091_set.jpg,94091_105-box.jpg,,,,"94091_set.jpg, 94091.jpg, 94091_a.jpg, 94091_103.jpg, 94091_103-a.jpg, 94091_105.jpg, 94091_105-box.jpg, 94091_105-a.jpg, 94091_106.jpg, 94091_106-box.jpg, 94091_106-a.jpg, 94091_114.jpg, 94091_114-box.jpg, 94091_114-a.jpg, 94091_119.jpg, 94091_119-box.jpg, 94091_119-a.jpg",hi!dea™,China,False,Apropriado para comida,,,"Food Safety, BPA Free",,Polybag,,,,Silicone,,,0,0,,,,,,,"canudos, palha, palhinha, bebida, bebidas, cocktail, cocktails, certificado, certificados","Azul, Azul royal, Branco, Preto, Verde, Verde claro, Vermelho",Caixa,,Caixa,,Topo,Topo,25 x 25,Caixa - Topo,"Tampografia, Silk Screen",Tampografia,PDP3-01-01,"PDP3-01, SCR1-01","PDP3-01-01, PDP3-01-02, PDP3-01-03, PDP3-01-04, SCR1-01-01",Caixa - Topo (Tampografia - 25 x 25),0,0.0,94091_1_1_1.png,False,,,,True,False,,16,"Stockout,Stockout",07/29/2025 16:17:45
94092,AERIAL. Canudo em aço inox,AERIAL,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade. Ø6 x 215 mm,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade,AERIAL. Canudo em aço inox,AERIAL. CANUDO EM AÇO INOX,False,True,False,False,Ø6 x 215 mm,,False,True,0.32,0.23,0.18,0.320X0.230X0.180,11.0,0.013,1000,0,1,73239300,"Casa, Restaurante & Bar",8,Utilitários de Cozinha,103,94092_set.jpg,,,,,"94092_set.jpg, 94092_107.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida",,,Food Safety,,Polybag,Polybag,,,Aço inox,,,,,,,,,,,"festas, cocktail, 92917, 92918, canudos, palha, certificado, certificados",Cromado,Canudo,"94093, 94094",Canudo,,Corpo,Corpo,60 x 3.5,Canudo - Corpo,Laser,Laser,LSR1-01-01,"LSR1-01, LSR1-02","LSR1-01-01, LSR1-02-01",Canudo - Corpo (Laser - 60 x 3.5),1,0.0,94092_1_1_1.png,False,,,,False,False,cert_94092.zip,1,SPOT,08/04/2025 11:01:27
94093,QUIVER. Canudo em aço inox,QUIVER,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade. Ø6 x 215 mm,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade,QUIVER. Canudo em aço inox,QUIVER. CANUDO EM AÇO INOX,False,True,False,False,Ø6 x 215 mm,,False,True,0.33,0.23,0.22,0.330X0.230X0.220,11.0,0.017,1000,0,1,73239300,"Casa, Restaurante & Bar",8,Utilitários de Cozinha,103,94093_set.jpg,,,,,"94093_set.jpg, 94093_107.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida",,,Food Safety,,Polybag,Polybag,,,Aço inox,,,,,,,,,,,"festas, cocktail, 92917, 92918, canudos, palha, certificado, certificados",Cromado,Canudo,94094,Canudo,,Corpo,Corpo,60 x 3.5,Canudo - Corpo,Laser,Laser,LSR1-01-01,"LSR1-01, LSR1-02","LSR1-01-01, LSR1-02-01",Canudo - Corpo (Laser - 60 x 3.5),1,0.0,94093_1_1_1.png,False,,,,False,False,cert_94093.zip,1,SPOT,08/04/2025 11:01:27
94094,AERIAL WIDE. Canudo em aço inox,AERIAL WIDE,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade. Ø8 x 215 mm,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade,AERIAL WIDE. Canudo em aço inox,AERIAL WIDE. CANUDO EM AÇO INOX,False,True,False,False,Ø8 x 215 mm,,False,True,0.31,0.25,0.16,0.310X0.250X0.160,8.7,0.012,500,0,1,73239300,"Casa, Restaurante & Bar",8,Utilitários de Cozinha,103,94094_set.jpg,,,,,"94094_set.jpg, 94094_107.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida",,,Food Safety,,Polybag,Polybag,,,Aço inox,,,,,,,,,,,"festas, cocktail, 92917, 92918, canudos, palha, certificado, certificados",Cromado,Canudo,,Canudo,,Corpo,Corpo,60 x 5,Canudo - Corpo,Laser,Laser,LSR1-01-01,"LSR1-01, LSR1-02","LSR1-01-01, LSR1-02-01",Canudo - Corpo (Laser - 60 x 5),1,0.0,94094_1_1_1.png,False,,,,False,False,cert_94094.zip,1,SPOT,08/04/2025 11:01:27
94095,KAHANA WIDE. Canudo em aço inox,KAHANA WIDE,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade. Canudo: Ø8 x 215 mm | Escova de limpeza: 240 mm,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade,KAHANA WIDE. Canudo em aço inox,KAHANA WIDE. CANUDO EM AÇO INOX,False,True,False,False,Canudo: Ø8 x 215 mm | Escova de limpeza: 240 mm,,False,True,0.33,0.29,0.18,0.330X0.290X0.180,10.5,0.017,500,0,1,73239300,"Casa, Restaurante & Bar",8,Utilitários de Cozinha,103,94095_set.jpg,,,,,"94095_set.jpg, 94095_107.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida",,,Food Safety,,Polybag,Polybag,,,Aço inox,,,,,,,,,,,"festas, cocktail, 92917, 92918, canudos, palha, certificado, certificados",Cromado,Canudo,"94092, 94093, 94094",Canudo,,Corpo,Corpo,60 x 5,Canudo - Corpo,Laser,Laser,LSR1-01-01,"LSR1-01, LSR1-02","LSR1-01-01, LSR1-02-01",Canudo - Corpo (Laser - 60 x 5),1,0.0,94095_1_1_1.png,False,,,,False,False,cert_94095.zip,1,SPOT,08/04/2025 11:01:27
94096,KAHANA. Canudo em aço inox,KAHANA,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade. Canudo: Ø6 x 215 mm | Escova de limpeza: 240 mm,Canudo em aço inox. Embalagem vendida opcionalmente: 92918 (bolsa em non-woven) ou 92917 (bolsa em linho). Certificação EU Food Grade,KAHANA. Canudo em aço inox,KAHANA. CANUDO EM AÇO INOX,False,True,False,False,Canudo: Ø6 x 215 mm | Escova de limpeza: 240 mm,,False,True,0.33,0.27,0.28,0.330X0.270X0.280,14.5,0.025,1000,0,1,73239300,"Casa, Restaurante & Bar",8,Utilitários de Cozinha,103,94096_set.jpg,,,,,"94096_set.jpg, 94096_107.jpg, 94096_amb.jpg",hi!dea™,China,False,"Aço inox, Apropriado para comida",,,Food Safety,,Polybag,Polybag,,,Aço inox,,,,,,,,,,,"festas, cocktail, 92917, 92918, canudos, palha, certificado, certificados",Cromado,Canudo,"94092, 94093, 94094, 94095",Canudo,,Corpo,Corpo,60 x 3.5,Canudo - Corpo,Laser,Laser,LSR1-01-01,"LSR1-01, LSR1-02","LSR1-01-01, LSR1-02-01",Canudo - Corpo (Laser - 60 x 3.5),1,0.0,94096_1_1_1.png,False,,,,False,False,cert_94096.zip,1,SPOT,08/04/2025 11:01:27
94098,LAMONE. Conjunto de 10 canudos em papel kraft,LAMONE,Conjunto de 10 canudos de uso único em papel kraft. Fornecidos em caixa presente de papel kraft. Canudo: ø6 x 196 mm | Caixa: 33 x 200 x 14 mm,Conjunto de 10 canudos de uso único em papel kraft. Fornecidos em caixa presente de papel kraft,LAMONE. Conjunto de 10 canudos em papel kraft,LAMONE. CONJUNTO DE 10 CANUDOS EM PAPEL KRAFT,False,True,False,False,Canudo: ø6 x 196 mm | Caixa: 33 x 200 x 14 mm,,False,True,0.42,0.45,0.38,0.420X0.450X0.380,9.9,0.072,500,1,1,48236900,"Casa, Restaurante & Bar",0036,Outros Produtos,50,94098_set.jpg,94098_160-box.jpg,,,,"94098_set.jpg, 94098_160-box-logo.jpg, 94098_amb.jpg, 94098_160.jpg, 94098_160-box.jpg",hi!dea™,China,False,"Apropriado para comida, Fornecido em caixa de oferta, Our nature",,,Food Safety,,Caixa craft,,,,Papel craft,,,0,0,,,,,,,"conjuntos de canudos, canudos, palha, palhinha, bebida, bebidas, cocktail, cocktails, certificado, certificados",Natural,Caixa,94091,Caixa,,Frente,Frente,20 x 90,Caixa - Frente,Silk Screen,Silk Screen,SCR3-01-01,SCR3-01,SCR3-01-01,Caixa - Frente (Silk Screen - 20 x 90),0,0.0,94098_1_1_1.png,False,,,,True,False,cert_94098.zip,18,Stockout,08/04/2025 11:01:27
